name,price,rating,reviews_count,screen_size,processor,ram,storage,gpu,url,image,source
"Lenovo LOQ 15IRX9 Gaming Laptop With 15.6-inch Full HD(1920x1080) 144Hz Display, Intel Core i7-13650HX Processor/16GB RAM DDR5/512GB SSD/DOS(Without Windows)/6GB NVIDIA GeForce RTX 3050 Graphics/ English/Arabic Luna Grey","52,700",3.7,24,"15.6""",Intel Core i7-13650HX Processor,16GB,512GB SSD,RTX 3050,https://www.noon.com/egypt-en/loq-15irx9-gaming-laptop-with-15-6-inch-full-hd-1920x1080-144hz-display-intel-core-i7-13650hx-processor-16gb-ram-ddr5-512gb-ssd-dos-without-windows-6gb-nvidia-geforce-rtx-3050-graphics-english-arabic-luna-grey/N70044787V/p/?o=b2dbdfe053cab84d,https://f.nooncdn.com/p/pnsku/N70044787V/45/_/1764236086/266e79cc-d365-407b-a38a-76595b36fdc4.jpg?width=800,Noon
"Lenovo (Upgraded Version) LOQ 15IRX9 Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display IPS 144Hz, Intel Core i7-13650HX Processor/24GB RAM DDR5/512GB SSD/6GB NVIDIA GeForce RTX 3050 Graphics/Windows 11 Pro English/Arabic Luna Grey","59,175",4.1,38,"15.6""",Intel Core i7-13650HX Processor,24GB,512GB SSD,RTX 3050,https://www.noon.com/egypt-en/upgraded-version-loq-15irx9-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-ips-144hz-intel-core-i7-13650hx-processor-24gb-ram-ddr5-512gb-ssd-6gb-nvidia-geforce-rtx-3050-graphics-windows-11-pro-english-arabic-luna-grey/N70161154V/p/?o=e5ff902201de664a,https://f.nooncdn.com/p/pnsku/N70161154V/45/_/1741694066/2dcd7428-26ef-4c05-a0b9-ec41da6ebd25.jpg?width=800,Noon
"ASUS TUF Gaming A14 FA401UU-RG028W Gaming Laptop AMD R7 8845HS, 16GB RAM, 512GB SSD, RTX 4050 6GB, 14” WQXGA 165Hz, Win11, Grey – 90NR0JD1-M00220 English/Arabic Jaeger Gray","51,999",,,,,16GB,512GB SSD,RTX 4050,https://www.noon.com/egypt-en/asus-tuf-gaming-a14-fa401uu-rg028w-gaming-laptop-amd-r7-8845hs-16gb-ram-512gb-ssd-rtx-4050-6gb-14-wqxga-165hz-win11-grey-90nr0jd1-m00220-english-arabic-jaeger-gray/N70177070V/p/?o=e72f388cdb3b88ed,https://f.nooncdn.com/p/pnsku/N70177070V/45/_/1747576260/4d24548a-052d-489e-84cd-b86c37c95f9f.jpg?width=800,Noon
ASUS FA608UH-RV007W ASUS TUF Gaming A16 Laptop with 16 inch FHD / AMD Ryzen™ 7 260 / 16 GB RAM / 512 GB SSD / NVIDIA® GeForce RTX™ 5050 Laptop GPU / English/ Win11/Jaeger Gray with TUF backpack English Jaeger Gray,"66,100",,,"16""",,16GB,512 GB SSD,,https://www.noon.com/egypt-en/fa608uh-rv007w-asus-tuf-gaming-a16-laptop-with-16-inch-fhd-amd-ryzen-7-260-16-gb-ram-512-gb-ssd-nvidia-geforce-rtx-5050-laptop-gpu-english-win11-jaeger-gray-with-tuf-backpack-english-jaeger-gray/N70247886V/p/?o=bcd22c1b4e33795c,https://f.nooncdn.com/p/pnsku/N70247886V/45/_/1760537438/aec047f4-d6bd-4c6a-b93e-7bb23747d589.jpg?width=800,Noon
"Lenovo (Upgraded Version) Legion 5 16IRX9 Gaming Laptop With 16-Inch Display, Core i9-14900HX Processor/32GB RAM/1TB SSD/8GB Nvidia GeForce RTX 4060 Graphics/Windows 11 / Luna English/Arabic Luna Grey","99,999",4.4,54,"16""",,32GB,1TB SSD,RTX 4060,https://www.noon.com/egypt-en/upgraded-version-legion-5-16irx9-gaming-laptop-with-16-inch-display-core-i9-14900hx-processor-32gb-ram-1tb-ssd-8gb-nvidia-geforce-rtx-4060-graphics-windows-11-luna-english-arabic-luna-grey/N70100517V/p/?o=b093276723ab054b,https://f.nooncdn.com/p/pnsku/N70100517V/45/_/1764242501/f9d1be77-9205-4eb3-8dc4-13a0ac27a24c.jpg?width=800,Noon
"HP (Upgraded Version) Envy X360 14-es1023dx Touchscreen Laptop With 14-Inch FHD IPS Display, Core 7-1150U Processor/16GB RAM/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Finger Print Reader English Silver","48,489",3.3,21,"14""",,16GB,512GB SSD,,https://www.noon.com/egypt-en/upgraded-version-envy-x360-14-es1023dx-touchscreen-laptop-with-14-inch-fhd-ips-display-core-7-1150u-processor-16gb-ram-512gb-ssd-intel-iris-xe-graphics-windows-11-finger-print-reader-english-silver/N70069226V/p/?o=f78e9577a5d62d8a,https://f.nooncdn.com/p/pnsku/N70069226V/45/_/1741349545/c7411c34-88bc-4c2f-823f-46a89b0abddd.jpg?width=800,Noon
"HP (Upgraded Version) OmniBook 5 Flip Personal Laptop With 14-Inch WUXGA Display, Core 7 150U Processor/16GB RAM/512GB SSD/Intel Arc Graphics/Windows 11 Home English Glacier Silver English Glacier Silver","46,299",3.4,13,"14""",,16GB,512GB SSD,,https://www.noon.com/egypt-en/upgraded-version-omnibook-5-flip-personal-laptop-with-14-inch-wuxga-display-core-7-150u-processor-16gb-ram-512gb-ssd-intel-arc-graphics-windows-11-home-english-glacier-silver-english-glacier-silver/N70185615V/p/?o=abb4ecf65b76cb0e,https://f.nooncdn.com/p/pnsku/N70185615V/45/_/1750319263/8cbff40f-adcb-411a-a429-fc596f79e27d.jpg?width=800,Noon
ASUS ROG Strix G16 G614PH-RV161W Laptop with 16 Inch WUXGA / AMD Ryzen 9 8940HX / 16 Gigabyte / 1 Terabyte SSD / GeForce RTX 5050 / Eclipse Gray,"70,809",,,"16""",Ryzen 9 8940HX,,,RTX 5050,https://www.noon.com/egypt-en/rog-strix-g16-g614ph-rv161w-laptop-with-16-inch-wuxga-amd-ryzen-9-8940hx-16-gigabyte-1-terabyte-ssd-geforce-rtx-5050-eclipse-gray/N70306753V/p/?o=f9994f0ce55a495c,https://f.nooncdn.com/p/pnsku/N70306753V/45/_/1772975358/93ce7efd-c28f-4603-84a6-bcf972d36b0d.jpg?width=800,Noon
"Apple MacBook Neo | 13-Inch Display | A18 Pro, 6-core CPU, 5-core GPU, 16-core Neural Engine Processor | 8GB RAM | 512GB SSD| English Keyboard || Silver","51,000",4.7,174,"13""",,8GB,512GB SSD,,https://www.noon.com/egypt-en/macbook-neo-13-inch-display-a18-pro-6-core-cpu-5-core-gpu-16-core-neural-engine-processor-8gb-ram-512gb-ssd-english-keyboard-silver/N70305941V/p/?o=d10bc92c3eb1428a,https://f.nooncdn.com/p/pzsku/Z73F1EED2C7B071AE42ECZ/45/_/1779094793/c94ed1d3-f630-4de3-93b8-1eeea0a9dda4.jpg?width=800,Noon
"ASUS VivoBook 16 Laptop X1607CA-UL005W, 16.0 inch WUXGA Display, Intel® Core™ Ultra 5 225H, 16GB RAM, 512GB SSD, Intel® UHD Graphics, Windows 11 Home, Silver English/Arabic Silver","35,999",5.0,1,"16.0""",,16GB,512GB SSD,,https://www.noon.com/egypt-en/asus-vivobook-16-laptop-x1607ca-ul005w-16-0-inch-wuxga-display-intel-core-ultra-5-225h-16gb-ram-512gb-ssd-intel-uhd-graphics-windows-11-home-silver-english-arabic-silver/N70275806V/p/?o=fa9603be3b12c12d,https://f.nooncdn.com/p/pnsku/N70275806V/45/_/1767103901/5ae78158-096b-4e92-86d8-48f9c5b064a1.jpg?width=800,Noon
"ASUS Vivobook S14 S3407QA-SF067W - 90NB16B1‑M003T0 -Snapdragon X X1 26 100 - 512GB M.2 NVMe - 16GB - 14""-FHD-OLED- Qualcomm® Adreno™ GPU - Windows 11 - Cool Silver","38,411",,,"14""",,,,,https://www.noon.com/egypt-en/vivobook-s14-s3407qa-sf067w-90nb16b1-m003t0-snapdragon-x-x1-26-100-512gb-m-2-nvme-16gb-14-fhd-oled-qualcomm-adreno-gpu-windows-11-cool-silver/N70306743V/p/?o=ee2152792a33cf7f,https://f.nooncdn.com/p/pnsku/N70306743V/45/_/1772975358/4853ef02-ab1e-4a23-9ca7-279255649269.jpg?width=800,Noon
Lenovo Legion 5 Gaming Laptop – Intel Core i7-14650HX – 16 Cores – 16GB DDR5 RAM – 512GB SSD – NVIDIA RTX 4060 8GB – 16″ WQXGA IPS 165Hz – Windows 11 Storm Grey,"76,047",,,,Intel Core i7-14650HX,,512GB SSD,RTX 4060,https://www.noon.com/egypt-en/lenovo-legion-5-gaming-laptop-intel-core-i7-14650hx-16-cores-16gb-ddr5-ram-512gb-ssd-nvidia-rtx-4060-8gb-16-wqxga-ips-165hz-windows-11-storm-grey/N70256485V/p/?o=e4c4194b9b366c8e,https://f.nooncdn.com/p/pnsku/N70256485V/45/_/1770898805/7d1c5a2e-b4f8-4cff-8ebc-92d03fcb9586.jpg?width=800,Noon
"Lenovo LEGION 5 16IAX10 Laptop With 16-Inch WQXGA Display,Core Ultra 7-255HX Processor/32GB RAM/1TB SSD/Nvidia Geforce RTX 5060 8GB Graphics/Windows 11 + Office 365 English Eclipse Black","161,602",4.6,2,"16""",,32GB,1TB SSD,RTX 5060,https://www.noon.com/egypt-en/legion-5-16iax10-laptop-with-16-inch-wqxga-display-core-ultra-7-255hx-processor-32gb-ram-1tb-ssd-nvidia-geforce-rtx-5060-8gb-graphics-windows-11-office-365-english-eclipse-black/N70249226V/p/?o=b87da5bd2f4e744a,https://f.nooncdn.com/p/pnsku/N70249226V/45/_/1761048071/dc3fb54a-013e-433c-a494-2fad73ededb6.jpg?width=800,Noon
"Lenovo IDEAPAD 5 2 IN 1 -83DT008YED-Intel Core 7 150U -16GB Soldered LPDDR5x 5200-512GB SSD M.2-Integrated Intel Graphics- Windows 11 Home-14"" WUXGA English/Arabic Luna Grey","46,578",5.0,1,"14""",,,512GB SSD,,https://www.noon.com/egypt-en/ideapad-5-2-in-1-83dt008yed-intel-core-7-150u-16gb-soldered-lpddr5x-5200-512gb-ssd-m-2-integrated-intel-graphics-windows-11-home-14-wuxga-english-arabic-luna-grey/N70179781V/p/?o=ad9887467c723bbc,https://f.nooncdn.com/p/pnsku/N70179781V/45/_/1748336725/d4dca739-98b4-40ec-910e-3e7972d40660.jpg?width=800,Noon
"Apple New 2025 MacBook Air MW0X3 13-Inch Display, Apple M4 Chip 10-Core CPU 10-Core GPU Processor/16GB RAM/512GB SSD/macOS(International Version) Silver","72,000",4.6,2.5K,"13""",Apple M4,16GB,512GB SSD,,https://www.noon.com/egypt-en/new-2025-macbook-air-mw0x3-13-inch-display-apple-m4-chip-10-core-cpu-10-core-gpu-processor-16gb-ram-512gb-ssd-macos-international-version-silver/N70154906V/p/?o=e62a62729f6b978f,https://f.nooncdn.com/p/pzsku/Z36C8F856AF2981EE6B5CZ/45/_/1779094570/da3bca2d-f9c7-4655-822c-ecdde75571bc.jpg?width=800,Noon
Apple MacBook Pro MDE64 | 14 Inch Display | Apple M5 Chip | 10-Core CPU And 10-Core GPU | 24GB RAM | 1TB SSD | macOS | English Keyboard | International Version | English Silver,"117,499",4.5,666,"14""",Apple M5,24GB,1TB SSD,,https://www.noon.com/egypt-en/macbook-pro-mde64-14-inch-display-apple-m5-chip-10-core-cpu-and-10-core-gpu-24gb-ram-1tb-ssd-macos-english-keyboard-international-version-english-silver/N70248382V/p/?o=b2fd80332f0635ac,https://f.nooncdn.com/p/pzsku/Z44A532D196506CFA0BB0Z/45/_/1779095199/cd400ca2-2afb-4770-9e76-0e6944e3429f.jpg?width=800,Noon
Apple MacBook Pro MW2U3 | 14.2 Inch Display | Apple M4 Chip | 10-Core CPU 10-Core GPU | 16GB RAM | 512GB SSD | macOS | English And Arabic Keyboard | English/Arabic Space Black,"95,000",4.5,666,"14.2""",Apple M4,16GB,512GB SSD,,https://www.noon.com/egypt-en/macbook-pro-mw2u3-14-2-inch-display-apple-m4-chip-10-core-cpu-10-core-gpu-16gb-ram-512gb-ssd-macos-english-and-arabic-keyboard-english-arabic-space-black/N70125937V/p/?o=af8a58f0e424f1bd,https://f.nooncdn.com/p/pzsku/Z08828206E1195444166AZ/45/_/1779094950/c30db49b-8ad1-4fad-9629-eea3d25ce1d0.jpg?width=800,Noon
"HP OmniBook 5 Flip 14 FP0050NE / Intel Core i5‑120U / 8GB LPDDR5 RAM / 512GB PCIe Gen4 SSD / 14"" 2K IPS Touch Display / Windows 11 Home / Glacier Silver Glacier Silver","39,555",,,"14""",Intel Core i5,,,,https://www.noon.com/egypt-en/hp-omnibook-5-flip-14-fp0050ne-intel-core-i5-120u-8gb-lpddr5-ram-512gb-pcie-gen4-ssd-14-2k-ips-touch-display-windows-11-home-glacier-silver-glacier-silver/N70305749V/p/?o=d056d75218029a0b,,Noon
"HP ProBook 450 G9 - Intel® Core™ i7-1255U - 8GB - 512GB SSD - NVIDIA GeForce MX570 - 15.6"" HD - English/Arabic Silver Aluminum","38,500",2.9,52,"15.6""",,,512GB SSD,,https://www.noon.com/egypt-en/hp-probook-450-g9-intel-core-i7-1255u-8gb-512gb-ssd-nvidia-geforce-mx570-15-6-hd-english-arabic-silver-aluminum/N53433631A/p/?o=f83d4e822ca9487b,https://f.nooncdn.com/p/pnsku/N53433631A/45/_/1697627516/1267abd3-11cf-4149-8056-d90105b47aad.jpg?width=800,Noon
Apple MacBook Pro MDE34 | 14 Inch Display | Apple M5 Chip | 10-Core CPU And 10-Core GPU | 24GB RAM | 1TB SSD | macOS | English And Arabic Keyboard | English/Arabic Space Black,"126,787",4.5,666,"14""",Apple M5,24GB,1TB SSD,,https://www.noon.com/egypt-en/macbook-pro-mde34-14-inch-display-apple-m5-chip-10-core-cpu-and-10-core-gpu-24gb-ram-1tb-ssd-macos-english-and-arabic-keyboard-english-arabic-space-black/N70248906V/p/?o=f059e26c4cb374bb,https://f.nooncdn.com/p/pzsku/Z1512373F32494AF30460Z/45/_/1779094661/a08fca34-8f3c-46f0-bb59-fc2f9aa287b8.jpg?width=800,Noon
"ASUS ROG Strix G615 (2025) Gaming Laptop With 16 Inch WUXGA (1920x1200) Display, Core Ultra 9 275HX Processor/32GB RAM/1TB SSD/16GB NVIDIA GeForce RTX 5080 Graphics Card/Windows 11 Home/ English Eclipse Gray","161,554",5.0,1,"16""",,32GB,1TB SSD,RTX 5080,https://www.noon.com/egypt-en/rog-strix-g615-2025-gaming-laptop-with-16-inch-wuxga-1920x1200-display-core-ultra-9-275hx-processor-32gb-ram-1tb-ssd-16gb-nvidia-geforce-rtx-5080-graphics-card-windows-11-home-english-eclipse-gray/N70174315V/p/?o=cee83b8ef9c83e1d,https://f.nooncdn.com/p/pnsku/N70174315V/45/_/1771593335/a6cd284f-a943-4de1-9593-0ab350f45008.jpg?width=800,Noon
MSI VICTOR 16 HX AI A2XWHG Core Ultra 7 RTX 5070 TI 12GB 16GB RAM 1TB SSD QHD+240Hz 100% DCI-P3 WIN 11 Cosmos Gray,"104,400",,,,,16GB,1TB SSD,RTX 5070,https://www.noon.com/egypt-en/victor-16-hx-ai-a2xwhg-core-ultra-7-rtx-5070-ti-12gb-16gb-ram-1tb-ssd-qhd-240hz-100-dci-p3-win-11-cosmos-gray/N70220865V/p/?o=d2ec87268efc883c,https://f.nooncdn.com/p/pzsku/ZE10E106F61878E0BD8A4Z/45/1758628865/df4fb413-6928-48f7-922a-c5132ee3a231.jpg?width=800,Noon
"Hp Victus Gaming 15-fa1039ne Intel® Core™ i7-13700H 8GB Ram , 512GB , RTX3050 , 15.6"" FHD - Mica Silver","49,999",,,"15.6""",,8GB,,RTX3050,https://www.noon.com/egypt-en/hp-victus-gaming-15-fa1039ne-intel-core-i7-13700h-8gb-ram-512gb-rtx3050-15-6-fhd-mica-silver/N70252781V/p/?o=f939cb1ce4527eeb,,Noon
"HP Envy 14-ES1013DX Laptop With 14-Inch Display, Core Ultra 5-120U Processor/8GB RAM/512GB SSD/Integrated Graphics/Windows 11 Home English Natural Silver","37,099",4.4,10,"14""",,8GB,512GB SSD,,https://www.noon.com/egypt-en/envy-14-es1013dx-laptop-with-14-inch-display-core-ultra-5-120u-processor-8gb-ram-512gb-ssd-integrated-graphics-windows-11-home-english-natural-silver/N70107230V/p/?o=bc4ea45f38409cac,https://f.nooncdn.com/p/pnsku/N70107230V/45/_/1725631497/759949b3-c5e4-4c15-a0ac-7a7efc405586.jpg?width=800,Noon
"ASUS (Upgraded Version) ROG Strix 16 Gaming Laptop, 16"" WUXGA 165Hz Display, Intel Core Ultra 9 275HX, 16GB DDR5 RAM, 1TB PCIe 4.0 SSD, NVIDIA GeForce RTX 5060 8GB GDDR7 English/Arabic Black English/Arabic Black","105,632",,,"16""",,,,RTX 5060,https://www.noon.com/egypt-en/upgraded-version-rog-strix-16-gaming-laptop-16-wuxga-165hz-display-intel-core-ultra-9-275hx-16gb-ddr5-ram-1tb-pcie-4-0-ssd-nvidia-geforce-rtx-5060-8gb-gddr7-english-arabic-black-english-arabic-black/N70218064V/p/?o=d277daa55787da7e,https://f.nooncdn.com/p/pnsku/N70218064V/45/_/1758257760/fa28fc05-1213-481f-9c30-f32672afb66b.jpg?width=800,Noon
ASUS (Upgraded Version) TP3402VA-LZ065W Vivobook Flip Laptop with 14 inch WUXGA / i5-13420H / 16 GB RAM / 512 GB SSD / Intel® UHD Graphics / Win11 Cool English Cool Silver,"34,868",5.0,1,"14""",,16GB,512 GB SSD,,https://www.noon.com/egypt-en/upgraded-version-tp3402va-lz065w-vivobook-flip-laptop-with-14-inch-wuxga-i5-13420h-16-gb-ram-512-gb-ssd-intel-uhd-graphics-win11-cool-english-cool-silver/N70247792V/p/?o=fe1d3e1adde15d2b,https://f.nooncdn.com/p/pnsku/N70247792V/45/_/1760446841/0f9a0a78-d03f-4b2e-ba70-e1975f235359.jpg?width=800,Noon
"Lenovo ThinkPad E16 Gen 1 Laptop With 16-inch (1920x1200) Display, Intel Core i5-1335U Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Graphite Black","39,000",,,"16""",Intel Core i5-1335U Processor,8GB,512GB SSD,,https://www.noon.com/egypt-en/thinkpad-e16-gen-1-laptop-with-16-inch-1920x1200-display-intel-core-i5-1335u-processor-8gb-ram-512gb-ssd-dos-without-windows-intel-iris-xe-graphics-english-arabic-graphite-black/N70040325V/p/?o=e684b9fb000727dc,https://f.nooncdn.com/p/pnsku/N70040325V/45/_/1706012069/aab8fdb1-302e-40dd-92cb-43eb2b069d9e.jpg?width=800,Noon
"DELL Alienware 16 Aurora Laptop With 16 Inch QHD (2560x1600) Display 120Hz, Core 7-240H Processor/32GB RAM DDR5/1TB SSD/8GB Nvidia GeForce RTX 5060 Graphics/Windows 11 Pro/ English/Arabic Black","75,905",,,"16""",,32GB,1TB SSD,RTX 5060,https://www.noon.com/egypt-en/alienware-16-aurora-laptop-with-16-inch-qhd-2560x1600-display-120hz-core-7-240h-processor-32gb-ram-ddr5-1tb-ssd-8gb-nvidia-geforce-rtx-5060-graphics-windows-11-pro-english-arabic-black/N70255108V/p/?o=a1bc38c4bba2d74f,https://f.nooncdn.com/p/pnsku/N70255108V/45/_/1762337999/8cd0b190-4d10-49ca-9b5a-6a87cb664d08.jpg?width=800,Noon
HP 15S-Eq2009Ne Laptop With 15.6 Inch FHD /Ryzen 7 5700U /8 GB Ram /512 GB SSD /Amd Radeon /Free Dos/ English/Arabic Jet Black With Casual Leather Laptop Backpack Black English/Arabic Jet Black,"36,370",,,"15.6""",Ryzen 7 5700U,8GB,512 GB SSD,,https://www.noon.com/egypt-en/15s-eq2009ne-laptop-with-15-6-inch-fhd-ryzen-7-5700u-8-gb-ram-512-gb-ssd-amd-radeon-free-dos-english-arabic-jet-black-with-casual-leather-laptop-backpack-black-english-arabic-jet-black/N70119111V/p/?o=a1c6a4c4532ca63a,https://f.nooncdn.com/p/pnsku/N70119111V/45/_/1728910027/643b756e-98d5-4448-b557-553c1963d045.jpg?width=800,Noon
"Lenovo Legion 5 15IRX10 Gaming Laptop, 15.1"" WQXGA OLED 165Hz Display, Intel Core i9-14900HX, 32GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 5070 8GB GDDR7, 24-Zone RGB Keyboard English Black","108,504",5.0,5,"15.1""",Intel Core i9-14900HX,,1TB SSD,RTX 5070,https://www.noon.com/egypt-en/legion-5-15irx10-gaming-laptop-15-1-wqxga-oled-165hz-display-intel-core-i9-14900hx-32gb-ddr5-ram-1tb-ssd-nvidia-geforce-rtx-5070-8gb-gddr7-24-zone-rgb-keyboard-english-black/N70259276V/p/?o=fa3493eb8872641d,https://f.nooncdn.com/p/pnsku/N70259276V/45/_/1763447653/f5dcf432-303c-409d-aef8-e1a6dc16d01f.jpg?width=800,Noon
Lenovo (Upgraded Version) Lenovo LOQ 15IRH8 Laptop With 15.6 inch Core I7-13620H / 16GB Ram / 512 SSD / 6GB Nvidia GeForce RTX Series 4050 DOS English/Arabic Storm Grey English/Arabic Storm Grey,"56,950",4.7,33,"15.6""",,16GB,,,https://www.noon.com/egypt-en/upgraded-version-lenovo-loq-15irh8-laptop-with-15-6-inch-core-i7-13620h-16gb-ram-512-ssd-6gb-nvidia-geforce-rtx-series-4050-dos-english-arabic-storm-grey-english-arabic-storm-grey/N70007012V/p/?o=adaaf5a8a1819f0a,https://f.nooncdn.com/p/pnsku/N70007012V/45/_/1695789097/c3b76592-4c40-491c-a1b1-3147d63f4e1a.jpg?width=800,Noon
"Apple MacBook Pro MCX04 Liquid XDR Retina 14-Inch Display, M4 Chip 10-Core CPU 10-Core GPU Processor/24GB RAM/1TB SSD/macOS(International Version) English Space Black","129,621",4.5,666,"14""",,24GB,1TB SSD,,https://www.noon.com/egypt-en/macbook-pro-mcx04-liquid-xdr-retina-14-inch-display-m4-chip-10-core-cpu-10-core-gpu-processor-24gb-ram-1tb-ssd-macos-international-version-english-space-black/N70125917V/p/?o=ef9c195acf4e8d8d,https://f.nooncdn.com/p/pzsku/ZA41C1A85F92D2CE7E8A6Z/45/_/1779093941/f80021a1-f333-4570-a108-69d815015d4b.jpg?width=800,Noon
"DELL Alienware 16 Aurora Laptop With 16 Inch QHD Display 120Hz, Core 7-240H Processor/16GB RAM DDR5/1TB SSD/6GB Nvidia GeForce RTX 4050 Graphics/DOS(Without Windows)/ English/Arabic Black","57,654",,,"16""",,16GB,1TB SSD,RTX 4050,https://www.noon.com/egypt-en/alienware-16-aurora-laptop-with-16-inch-qhd-display-120hz-core-7-240h-processor-16gb-ram-ddr5-1tb-ssd-6gb-nvidia-geforce-rtx-4050-graphics-dos-without-windows-english-arabic-black/N70284094V/p/?o=d8a1c5775eb1c0ae,https://f.nooncdn.com/p/pnsku/N70284094V/45/_/1770107460/898e2705-e3cf-4ed2-a2b5-c86766bd97d2.jpg?width=800,Noon
ASUS G614FM-RV169W ROG Strix G16 Laptop with 16 inch FHD / AMD Ryzen™ 9 9955HX / 16 GB RAM / 1 Tera SSD / NVIDIA® GeForce RTX™ 5060 Laptop GPU / English/ Win11/Eclipse Gray with ROG backpack English Eclipse Gray,"88,111",5.0,1,"16""",,16GB,,,https://www.noon.com/egypt-en/g614fm-rv169w-rog-strix-g16-laptop-with-16-inch-fhd-amd-ryzen-9-9955hx-16-gb-ram-1-tera-ssd-nvidia-geforce-rtx-5060-laptop-gpu-english-win11-eclipse-gray-with-rog-backpack-english-eclipse-gray/N70247908V/p/?o=b2c5ac6d9b792b1c,https://f.nooncdn.com/p/pnsku/N70247908V/45/_/1760537408/c28caf18-77be-49ea-9997-c192178ff456.jpg?width=800,Noon
"Lenovo (Upgraded Version) Legion 5 16IRX9 Laptop With 16 Inch Full HD (1920X1080) Display, Core i7-14650HX Processor/16GB RAM/1TB SSD/8GB Nvidia GeForce RTX 4060 Graphics/DOS(Without Windows)/ English/Arabic Grey","88,888",4.4,54,"16""",,16GB,1TB SSD,RTX 4060,https://www.noon.com/egypt-en/upgraded-version-legion-5-16irx9-laptop-with-16-inch-full-hd-1920x1080-display-core-i7-14650hx-processor-16gb-ram-1tb-ssd-8gb-nvidia-geforce-rtx-4060-graphics-dos-without-windows-english-arabic-grey/N70083514V/p/?o=d7b4c4a28fb0c51d,https://f.nooncdn.com/p/pnsku/N70083514V/45/_/1717738416/fb35aa18-c752-45df-b473-3c1ade425cd0.jpg?width=800,Noon
"Lenovo (Upgraded Version) IdeaPad Slim 3 Laptop With 15-Inch Display, Core i5-13420H Processor/8GB RAM/512GB SSDIntel Iris XE Graphics/Windows 11 / English/Arabic Storm Grey","28,090",,,"15""",,8GB,512GB SSD,,https://www.noon.com/egypt-en/upgraded-version-ideapad-slim-3-laptop-with-15-inch-display-core-i5-13420h-processor-8gb-ram-512gb-ssdintel-iris-xe-graphics-windows-11-english-arabic-storm-grey/N70093483V/p/?o=fd7b03cfd88589ea,https://f.nooncdn.com/p/pnsku/N70093483V/45/_/1721283723/3ef03474-6b62-45f0-81f1-feb8b8e1c09b.jpg?width=800,Noon
"MSI Crosshair 16 HX AI D2XWGKG Gaming Laptop, Intel Core Ultra 7 255HX Processor, 16 Inch QHD+ Display, 1 TB SSD, 16 GB RAM DDR5, NVIDIA GeForce RTX 5070 8 GB Graphics, Win11, Cosmo Grey - 9S7-15P421-207 Cosmos Gray","91,448",,,"16""",,16GB,1 TB SSD,RTX 5070,https://www.noon.com/egypt-en/crosshair-16-hx-ai-d2xwgkg-gaming-laptop-intel-core-ultra-7-255hx-processor-16-inch-qhd-display-1-tb-ssd-16-gb-ram-ddr5-nvidia-geforce-rtx-5070-8-gb-graphics-win11-cosmo-grey-9s7-15p421-207-cosmos-gray/N70221339V/p/?o=ae5bb6f4ef6b691c,https://f.nooncdn.com/p/pzsku/ZFBE6A8B272AB452C6D55Z/45/1758712560/584d1ef9-3d61-4ac1-b310-298e8967c22d.jpg?width=800,Noon
"LENOVO LOQ 15 15IRX9 83DV008QED Intel i7-13650HX 14-Cores, RTX 3050 6GB, 16GB 4800MHz DDR5, 512GB M.2 SSD, 15.6″ FHD IPS 144Hz 100% sRGB, FreeDos, 2 Years Local Warranty English/Arabic luna grey","50,338",,,,,,,RTX 3050,https://www.noon.com/egypt-en/lenovo-loq-15-15irx9-83dv008qed-intel-i7-13650hx-14-cores-rtx-3050-6gb-16gb-4800mhz-ddr5-512gb-m-2-ssd-15-6-fhd-ips-144hz-100-srgb-freedos-2-years-local-warranty-english-arabic-luna-grey/N70129464V/p/?o=aba9f8ae08889c7c,https://f.nooncdn.com/p/pnsku/N70129464V/45/_/1732449146/c27ff4d7-1ffe-499e-8ba7-69272c1fe257.jpg?width=800,Noon
HP Victus 15-fa1023 nia Laptop with 15.6 inch FHD / Intel Core i5-13500H / 8 GB RAM / 512 GB SSD / NVIDIA GeForce RTX 3050 / English/ DOS //Performance blue English Performance blue,"41,371",,,"15.6""",Intel Core i5-13500H,8GB,512 GB SSD,RTX 3050,https://www.noon.com/egypt-en/victus-15-fa1023-nia-laptop-with-15-6-inch-fhd-intel-core-i5-13500h-8-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3050-english-dos-performance-blue-english-performance-blue/N70250940V/p/?o=ffdf21bb922c455f,https://f.nooncdn.com/p/pnsku/N70250940V/45/_/1761238467/7217f422-a00c-4e76-b740-c6bbb053c657.jpg?width=800,Noon
